d_antenna_zoom1,s1_spacing,R,z_R,z_new,w_new,w0_new
0.2,0.3748484848484849,0.483994299457435,0.13986731614734496,0.15038317636544196,19.59475122540954,13.344834129159288
0.2,0.38787878787878793,0.48757796441492207,0.1419979802320262,0.148292350606178,19.441672219277155,13.446093994314397
0.2,0.40090909090909094,0.49117541226896066,0.1441512782364235,0.14612063107136483,19.290603612226242,13.547660605238663
0.2,0.41393939393939394,0.494786343423155,0.14632689424678774,0.14386664724552448,19.14173650601341,13.649512380055572
0.2,0.426969696969697,0.49841044206351837,0.1485244806362631,0.14152903179857781,18.995268645752578,13.751626889475373
0.2,0.44000000000000006,0.5020473756072497,0.15074365702473444,0.13910642213550328,18.85140444057356,13.853980844576277
0.2,0.45303030303030306,0.5056967941368659,0.15298400924465919,0.13659746202073103,18.710354950811812,13.95655008526211
0.2,0.46606060606060606,0.5093583298195106,0.15524508831605618,0.13400080327827613,18.57233783735879,14.059309569459856
0.2,0.4790909090909091,0.5130315963112598,0.1575264094340259,0.13131510756845152,18.437577268614277,14.162233363122638
0.2,0.4921212121212122,0.5167161881462665,0.1598274509723787,0.1285390482418177,18.306303780346493,14.265294631105695
0.2,0.5051515151515151,0.5204116801106006,0.16214765350715415,0.1256713122708327,18.17875408369748,14.368465628985021
0.2,0.5181818181818182,0.5241176266006636,0.16448641886401327,0.12271060225944844,18.055170816586035,14.471717695889923
0.2,0.5312121212121212,0.5278335609660627,0.16684310919368892,0.11965563853066287,17.93580223387518,14.575021248422642
0.2,0.5442424242424243,0.5315589948368752,0.16921704607987945,0.11650516129178795,17.82090183190431,14.678345775739675
0.2,0.5572727272727274,0.5352934174352343,0.1716075096841589,0.11325793287691409,17.710727903353394,14.781659835870716
0.2,0.5703030303030303,0.5390362948712052,0.174013737932669,0.10991274006576433,17.60554301892635,14.884931053352426
0.2,0.5833333333333334,0.5427870694229548,0.1764349257495354,0.10646839647781242,17.505613433025434,14.988126118255101
0.2,0.5963636363636364,0.5465451588012332,0.17887022434211927,0.10292374504020962,17.411208411450794,15.09121078668098
0.2,0.6093939393939394,0.550309955398234,0.1813187405433768,0.09927766052770806,17.322599480205028,15.194149882813521
0.2,0.6224242424242424,0.5540808255209311,0.18377953621674076,0.09552905217239716,17.24005959571323,15.2969073025969
0.2,0.6354545454545455,0.5578571086090299,0.18625162772907092,0.09167686634067469,17.163862238177508,15.399446019125014
0.2,0.6484848484848486,0.5616381164377084,0.1887339854973285,0.08772008927446347,17.094280431357202,15.50172808981861
0.2,0.6615151515151516,0.5654231323053865,0.1912255336147269,0.08365774989325281,17.031585693776954,15.603714665468395
